Keyword,Review,Tone,Attribute1
smooth , 15 MP and touch also not ,1,
touch, 15 MP and ,0,
features, good build quality superb ,3,
stylish,  Easy to handle cute and ,3,
features, Very nice product at this price with all ,3,
hardware, Very nice product at this price with all features and ,3,
features,  happy with the ,3,
browsing, this is a cool mobile for me im a student of class 5 we get video calling video conferenece to its best for everyone and we can play lots and lots of games here  i should pefer this to all to buy mobile even the mory card you get of 8 gb is of sony  and there is no bad thing the speed is very fast web ,0,
fast, this is a cool mobile for me im a student of class 5 we get video calling video conferenece to its best for everyone and we can play lots and lots of games here  i should pefer this to all to buy mobile even the mory card you get of 8 gb is of sony  and there is no bad thing the speed is very ,0,
games, this is a cool mobile for me im a student of class 5 we get video calling video conferenece to its best for everyone and we can play lots and lots of ,3,
video, this is a cool mobile for me im a student of class 5 we get ,0,
hanging,  lot of ,1,
online,  I am now feeling bad for purchasing mobile in ,1,
hangs, Every thing is Ok but it ,1,
touch,  My friend has an xperia E and now it lost ,0,
service,  He has given it for ,0,
internet, only on ,0,
Game, May be Its single core processor May be slow responce on ,1,
Game, May be Its single core processor May be slow responce on ,1,
snapdeal, One of the best buys from ,3,
lag,  Next con I felt is that there was lots of ,1,
lag,  Even though it has a 1GHz processor and 512MB of RAM it was so ,0,
picture,  Lots of distortion and grains is seen in every ,1,
picture,  Lots of distortion and grains is seen in every ,1,
headphone, Ultimate sound qwality on both mobile speaker and ,3,
sound, Ultimate ,3,
video,  Wifi is working pefectly HD ,3,
durable, Pros-clear sound nice touch,3,
features,My opinion-I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar ,0,
sound, Pros-clear ,3,
touch, Pros-clear sound nice ,3,
sound, Well this ,0,
cheap,  The Sony Xperia E is among the ,0,
hardware,The Sony Xperia E and Xperia E dual are nearly identical with the number of SIM slots the only notable ,0,
Android,  It boils down to what makes more sense to you as a user - dual-SIM support or the more recent ,0,
features, Key ,0,
touch,  256K-color capacitive TFT ,3,
storage,2GB of user-accessible built-in ,1,
storage,2GB of user-accessible built-in ,1,
sensor,Accelerometer and proximity ,3,
sensor,Accelerometer and proximity ,3,
video,VGA ,1,
Bluetooth,microUSB port (charging) and stereo ,0,
charging,microUSB port (,0,
affordable, Its an ,3,
gaming,  In case you want to use this phone for hard card ,3,
budget, a nice ,3,
snapdeal, A good cell phone at a better price by Sony Thanks to ,3,
memory , Online it has mentioned Internal ,0,
connectivity,  Wi-fi ,3,
browsing,  Fast ,3,
fast,  browser for ,0,
applications,  too many ,1,
Android, The Sony Xperia E1 is an entry level ,0,
picture,  Even at just 3-megapixel the camera clicks good ,3,
picture,  Even at just 3-megapixel the camera clicks good ,3,
Price, Now the ,0,
budget, I will recommond this to everyone under 5000- ,3,
image, best thing isthat it enhances the ,3,
Android, Nothing special or new in ,0,
cheap, Nice branded mobile phone for ,3,
cheap, Nice branded mobile phone for ,3,
hangs, The phone ,1,
features, At this price range other phones with better ,3,
features, if you need more ,0,
headphone, phone Touch is good nice looks  ,0,
sound, phone Touch is good nice looks  headphone ,0,
heavy,  sound low cost ,0,
service, But the delivery ,0,
delivered,  When I had ordered the product was ,0,
touch,Battery is too good to use and a fine ,3,
internet, 1) Worst battery if you use ,1,
hanging,2) Frequent automatic software ,1,
software,2) Frequent automatic ,0,
performance,   When brand is Sony nothing to worry about quality or ,3,
online,  A good deal indeed with snapdeal and this is my first ,3,
snapdeal,  A good deal indeed with ,3,
build, 1)The ,0,
storage,3)Apps CANNOT be moved to sdcard which means you are left with 2GB of ,1,
budget,4)Overall a good branded ,3,
budget,4)Overall a good branded ,3,
build,4)Overall a good branded budget device far better than those budget devices offered by Samsungboth in terms of performance and ,3,
performance,4)Overall a good branded budget device far better than those budget devices offered by Samsungboth in terms of ,3,
budget, Bright screen good call qualityexcellent speaker to enjoy musicvery fast brouser(uc minibrowser)updated to kit kate from in build update centreyou cant expect anything more from ,0,
build, Bright screen good call qualityexcellent speaker to enjoy musicvery fast brouser(uc minibrowser)updated to kit kate from in ,0,
fast, Bright screen good call qualityexcellent speaker to enjoy musicvery ,3,
music, Bright screen good call qualityexcellent speaker to enjoy ,3,
after sales service, Dont go for other cheaper brand as sony ,0,
cheap, Dont go for other ,0,
service, Dont go for other cheaper brand as sony after sales ,0,
budget, It is best deal for my ,3,
features, Almost all the ,3,
video, best smartphone at its class the camera is only 3mp but its equal to 5mp of other mobile phone no front cam but how many of them use it for ,2,
video,Camera and ,0,
picture,HDR (High Dynamic Range) for ,3,
picture,HDR (High Dynamic Range) for ,3,
smooth ,4 x ,0,
video,HD ,3,
Display,  (854 x 480 pixels) IPS ,3,
snapdeal,  Read the views of users and placed an order on ,0,
delivered,  product got ,0,
games,Branded phone relatively less price big display strong battery and speed processor to play ,3,
games,Branded phone relatively less price big display strong battery and speed processor to play ,3,
features,And Im happy with all these ,3,
service, went to Sony ,0,
snapdeal, I have bought two phone one from retail shop and one from ,0,
online,  however the one i bought ,0,
snapdeal,  When i got the phone the packaging of phone was not good and not looking fresh however i trusted ,3,
online, Snapdeal Perfect ,3,
delivered,  Products ,0,
snapdeal,  I satisfy ,3,
features,PROS: Basic looking phone with greatadvanced ,3,
smooth ,  Superb build quality bright display butter ,3,
touch,  Superb build quality bright display butter smooth ,3,
music,  Walkman for ,0,
online,  I have ourchased it after days of researching and many ,0,
Android,  Hope it gets ,0,
service,Snapdeal ,0,
memory ,  Though it has ,0,
snapdeal,Earphones were absent with the product but thanks to ,3,
memory , 72 GB of Internal ,3,
memory , 72 GB of Internal ,3,
clarity,Screnn ,3,
memory , It does not support apps to move in ,0,
software, It does not support apps to move in memory cardeven you can not set default as memory card in few apps like ,0,
built , butterry smooth uilag freegreat audio outputgood ,3,
lag, butterry smooth ui,0,
smooth , butterry ,3,
budget,Camera is too poor at this ,1,
snapdragon,And onceagain a good deal n delivery ,0,
service,  i am satisfy with the product as well as the ,3,
Camera, Battery backup is goodeasy to use,3,
snapdeal,   Great work ,3,
memory , good designgood look good camera less ,1,
fast,Battery drains to ,1,
fast,  Android kitkat awesome camera ,3,
budget,  Its perfect and fits the ,3,
picture, Phone is nice specially audio quality and ,3,
video, Phone is nice specially audio quality and picture ,3,
connectivity,the 4G ,3,
memory ,internal ,0,
memory , 72 gb(apps can be moved to ,3,
Size, Looking good ,3,
Camera,  Battery performace is better coz it has 2330mah ,0,
online,Happy with ,3,
features, Overall: I am happy with the device and I think it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar ,0,
features,  All must have ,0,
Screen,  All must have features in this (inld NFC) 2300 MH battery,0,
connectivity,  Slimfastgood sensitivity for screen fast ,3,
fast,  Slim,3,
budget, Its realy good phone in ,3,
sound,  The display camera and the ,0,
features, it is a great smartphone and people should really buy it rather than buying a high end smartphone like Samsung or some others which offer similar ,0,
internal memory, sd mantion ,0,
memory , sd mantion internal ,0,
memory , 72 gb and their is no option for select defult ,3,
video, 72 gb and their is no option for select defult memory sd card so we are not transfer any big file or ,0,
memory ,  defult ,0,
Resolution,Scree ,0,
hanging, Till now no lags and no ,3,
lag, Till now no ,3,
internal, 90 gb  free ,3,
memory , 90 gb  free internal ,3,
memory , 90 gb  free internal ,3,
Camera,Back ,0,
image,Some sample videos and ,0,
video,Some sample ,0,
features, Has all the ,3,
heavy,Battery is good I get around 14 hours with moderatley ,0,
music,Battery is good I get around 14 hours with moderatley heavy usage like surfing on apps webpages and ,0,
surfing,Battery is good I get around 14 hours with moderatley heavy usage like ,0,
built quality,Overall ,0,
Bluetooth,Extra Features      : ,3,
UI,User Interface (,0,
hangs,  In initial impression it was good compact and sturdy but when i installed Temple Run 2 on this phone the scene ,1,
games,  Even though it has a good processor but surprisingly the ,0,
performance, Superb mobile with amazing ,3,
games,  Large ,0,
lag,  NFS are working without any ,3,
hardware,  Sony is sincere to the customer by providing latest ,3,
performance,  Quattro (Win) this phone has got better ,3,
Processor,  So they do not cop up with the new 1 Ghz Dual Core ,1,
snapdeal,Leaving the camera the phone offers a very good package at this discounted price along with the 6 month no PF no 0% EMI from ,3,
snapdeal,Leaving the camera the phone offers a very good package at this discounted price along with the 6 month no PF no 0% EMI from ,3,
sound,Headphone ,0,
smooth ,Gaming is butter ,3,
video,Add MX Player and you can play HD ,3,
features, Sony Xperia L is an awesome phone with very good ,3,
Battery,  The phone is loaded with features like 8mp camera ,0,
features,  The phone is loaded with ,3,
UI,  The phone is loaded with features like 8mp camera Battery-stamina mode pretty good ,3,
heavy,  Get one day battery backup with ,0,
features, the cost is reasonable to the ,0,
games,  Plays almost all HD ,3,
video,  Plays almost all HD games and ,3,
Screen,#,0,
interface, Good Phone quicker and easy ,3,
lag,The product is really good i play temple run 2 but it never ,3,
sound,  Good display camera and ,3,
budget, if ur ,0,
gaming,  But the features like advanced ,0,
internet,Lowest price for this phone over the ,0,
snapdeal,Lowest price for this phone over the internet and you get it only on ,3,
lag,You can play any game with ease without any ,3,
lag,You can play any game with ease without any ,3,
performance,1) Even though its just 1 Ghz Dual core ,3,
performance,1) Even though its just 1 Ghz Dual core ,3,
fast,  Its Qualcomms s4 play SoC Krait-based architecture which means its much ,3,
