Keyword,Review,Tone,Attribute1
online,  but snapdeal did a great delivery service ,3,snapdeal
snapdeal,  did a great delivery service ,3,delivery
build,  quality and finish is average,3,quality
delivered,  by  the good condition and the handset is good,3,
affordable,  price snap deal,3,
cheap,  just because snap deal thankyou so much for the affordable price snap deal,3,
fast,  in internet access,3,
cheap, est price over all websites and sellers response was perfect,3,price
snapdeal,  had the cheapest price over all websites and sellers response was perfect,3,
affordable,  package in technology,3,
fast,  good storage and great look,3,
snapdeal,  is best,3,
features,  like miracast (to broadcast to TV),3,miracast
picture,  password which is very reliable for phone security,3,password
touch,  is a bit unstable at some time,1,unstable
video, s played without any lag,3,
videos,  played without any lag,3,
browsing,  is very fast than downloading but it smoothly runs android apps and only difficulty I found that in uc browser during downloading it shows notification repeatedly for each data receivedbut by apk manager you can turn off the notification of uc,3,
heating,  issues ,1,
browsing,  was fast,3,
build,  quality good looks (business type) good battery life heavy usage of emails at this budget price ,3,quality
heavy,  usage of emails at this budget price ,3,emails
games,  with no lag excellent for mails texting and social networking camera is average but the perk in the cake is that it is able to run almost all android apps very easily,3,
heavy,  games with no lag excellent for mails texting and social networking camera is average but the perk in the cake is that it is able to run almost all android apps very easily,3,
Battery,  good,3,good
features,  like self learning keyboard Blackberry hub photo editor,3,blackberry
internal,memory  is good for storing your all contacts and other stuff,3,good
internal,memory  is good for storing your all contacts and other stuff,3,memory
internal,memory  is good for storing your all contacts and other stuff,3,memory
memory , is good for storing your all contacts and other stuff,3,internal
features,  which surpass its limitation of 5 mp intensity,3,
Battery,  is above average you can say Good to trust,3,above
snapdeal,  and the feature of this phoen are too good as compare to samsung handset on this price,3,
sound,  quality is not sooo good otherwiase it is good,1,quality
durable,  and good looking,3,
fast,  internet and apps ,3,
music,  player and FM facility is not available,1,player
heavy,  battery consumption,1,battery
touch,  screen works great,3,
Screen,  size is very small esp if u have any 5 incher Android device,1,size
Battery,   backup is very poor,1,poor
Game,  play make heating worse and its impossible to keep it in pocket,1,heating
Apps,  are tough to download from blackberry world,1,blackberry
interface,  is dissapointing,1,
fast,  browsing experience rich quality components great body,3,
expandable,  memory,3,memory
smooth , at par with any other OS,3,
store,  is a let down you can download android apps through the amazon store,1,down
Battery,  life is decent (I was able to use it for whole day without recharge and still had 40% battery life left at the end of the day with medium usage),2,decent
Screen,  feels big and bright and sharp enough,3,big
snapdeal,  you make me happy as I was really willing to get this at the very first,3,
Light ,weight,3,
memory , is very low only 100,1,Low
music,  sound is good,3,sound
sound,  output makes it awesome,3,
Battery,  bckup is goodgood torchbigggg sound overall value for money,3,good
cheap, er price,3,price
charging,  problem ,1,
sound,  quality is also superb,3,quality
charging,  time is so high more than 3 hours and its provide long talktime,1,time
sound,  also very good,3,
sound,  and display is very good but  whats up is little slow,3,
snapdeal,  made Impossible - Im Possible,3,
Android,  KitKat perked smartphone which comes at the price that is close to a feature-phone has a lot to offer,3,KitKat
touch,  screen display which offers a resolution of 320 x 480 pixels and its not much of the kind that the current smartphone users would go for,3,
video,  calling support at this price range,3,calling
memory , is very low,1,low
laggy, gy (surprise surprise),1,
durable,  but should it break I do not expect great service from Celkon,3,
Camera,  is not Enough Good Only VGA 3,1,
laggy, gy,1,
Ram,  will not Enough to Use all apps,1,apps
sound,  quality was very goodit running 720p videos overall very good phone on this price with kitkat 4,3,quality
video, s overall very good phone on this price with kitkat 4,3,
videos,  overall very good phone on this price with kitkat 4,3,
cheap, est price,3,price
smooth , touch screen access,3,
fast,  3g connectivity,3,3g 
memory , relatively clutter-free,3,
software,  does a neat job of keeping the inbuilt memory relatively clutter-free,3,
video,  docz etc in an intuitive format,3,format
sound,  quality of the phone is terrible,1,quality
Battery,  backup is not Good -otherwise everything OK OK,1,not
hanging,  while using internet (2G),1,internet
lagging, ging or hanging while using internet (2G),1,internet
video,  calling and it worked well,3,
Battery,  easily sustains for a day with moderate use,3,sustains
heating,  issuses,1,
features,  of a high end phone like wifi GPS GPRS etc,3,
touch, pad is not so smooth,1,smooth
delivered,  this product before promised time period,3,
memory , space is very low,1,space
Battery,  heats up like a hot brick,1,heats
heats,  up like a hot brick,1,
Android,  kitKat at such a low price is itself a big plus,3,KitKat
Looks,  Sleeeek and Slim ,3,Slim
videos,  calling well,3,
Battery,  does not stay long,1,not
internal,memory  is nt there,1,nt
internal,memory  is nt there,1,memory
internal,memory  is nt there,1,memory
memory , is nt there,1,
internal,memory  is not available,1,not
internal,memory  is not available,1,memory
internal,memory  is not available,1,memory
memory , is not available,1,
video,  call and wifi hotspot is good working,3,calling
Camera,  is very low Sound is just above the average,1,
stylish,  and handy phone,3,
lagging, ging so i dont recommand this phone for heavy app user u can go for another,1,
connectivity,  in 2g or even in 3g is very poor,1,2g
hanging,  even if you open one appnetwork connectivity in 2g or even in 3g is very poor,1,
Design,  is also very nice,3,
Price,  is the attraction,3,
cheap,  Android smartphone without having to compromise performancelooksease of use look no further,3,
snapdeal,  for offering latest mobile in low cost &amp,3,
touch,  of the phone is very impressive and battery backup is also good,3,
internal,memory  is limited,1,limited
internal,memory  is limited,1,memory
internal,memory  is limited,1,memory
memory , is limited,1,
cheap,  screen guard,1,
headphone,  sound is also good,3,
sound,  is good and headphone ,3,
features,  are working fine so for I have not faced any issues,3,
fast, er with WiFi enabled,3,
internet,  speed is very good with wi fi but with Sim data connection it is really slow,3,speed
budget,  android phone which is having all the features of smart phone,3,
internet,  experience is also good when working on WIFI networks,3,
sound,  quality 3g afficiency looking quality) is nice enough,3,quality
touch,  response is not good,1,response
sound,  quality is so goodspeed of 2g net is also good,1,quality
sound,  is not clear its too bad,1,clear
Android,  handset higher performance @ lowest price ,3,
Front ,camera  quality is good But I can not video call on &quot,3,quality
Front ,camera  quality is good But I can not video call on &quot,3,
Front ,camera  quality is good But I can not video call on &quot,3,good
Front ,camera  quality is good But I can not video call on &quot,3,
Front ,camera  quality is good But I can not video call on &quot,3,good
applications,  like games doesnt run battery backup is poor,1,games
games,  doesnt run battery backup is poor,1,
games,  re hanging to play otherwise the mobile is good,1,hanging
hanging,  to play otherwise the mobile is good,1,play
internal,memory  is just only around 200mb so cant install lots of apps,1,200 mb
internal,memory  is just only around 200mb so cant install lots of apps,1,memory
internal,memory  is just only around 200mb so cant install lots of apps,1,only
internal,memory  is just only around 200mb so cant install lots of apps,1,memory
internal,memory  is just only around 200mb so cant install lots of apps,1,only
memory , is just only around 200mb so cant install lots of apps,1,200 mb
performance,  are found to be most helpful,3,
Battery,  backup is very very poor after full charging it is retaining for 04hrs only,1,poor
charging,  it is retaining for 04hrs only,1,
sound,  quality is a bit poor &amp,1,quality
